time,open,high,low,close,tick_volume
2020-01-28,170.04,176.2,170.03,175.64,473433.89609
2020-01-29,175.58,178.45,173.33,173.72,317382.90161
2020-01-30,173.68,187.0,170.93,184.69,477721.6609
2020-01-31,184.71,185.82,175.22,179.99,385596.53365
2020-02-01,179.94,184.28,179.23,183.6,259370.12902
2020-02-02,183.63,193.43,179.1,188.44,552621.13619
2020-02-03,188.48,195.19,186.62,189.69,417175.95781
2020-02-04,189.74,191.6,184.69,188.91,366389.69686
2020-02-05,188.91,207.61,188.19,203.78,550942.11417
2020-02-06,203.78,216.33,201.02,213.19,608240.2233
2020-02-07,213.16,225.0,213.14,223.33,629361.15466
2020-02-08,223.36,227.75,213.22,223.05,548551.87465
2020-02-09,223.01,230.65,222.86,228.49,350336.24399
2020-02-10,228.53,229.4,216.37,222.89,510415.49949
2020-02-11,222.89,239.15,218.17,236.69,595576.90276
2020-02-12,236.69,275.34,236.69,265.74,1038073.74782
2020-02-13,265.74,277.69,256.08,268.32,1089679.1537
2020-02-14,268.34,287.15,260.28,285.15,734944.32266
2020-02-15,285.11,288.41,261.86,264.88,860813.14274
2020-02-16,264.91,274.0,237.41,258.85,1110118.46395
2020-02-17,258.89,268.77,242.0,267.85,1110371.39094
2020-02-18,267.9,285.88,258.0,282.61,1115523.43992
2020-02-19,282.64,285.0,251.56,258.45,705973.72988
2020-02-20,258.44,264.33,245.34,256.96,972969.71691
2020-02-21,256.97,268.24,253.61,265.27,525827.8734
2020-02-22,265.32,266.81,256.0,261.57,313062.52133
2020-02-23,261.55,275.68,261.02,274.48,444740.82883
2020-02-24,274.5,277.2,257.09,265.52,696591.72983
2020-02-25,265.47,266.22,244.44,246.67,774791.01027
2020-02-26,246.67,250.32,215.66,223.93,1395879.41507
2020-02-27,223.98,238.3,210.0,227.79,1273793.11658
2020-02-28,227.73,234.67,214.01,226.76,1054994.92397
2020-02-29,226.76,233.0,217.0,217.21,546866.6851
2020-03-01,217.29,227.89,212.36,217.81,715016.01941
2020-03-02,217.81,234.4,216.07,231.97,810051.4833
2020-03-03,232.1,232.46,219.57,223.91,741498.54825
2020-03-04,223.84,228.85,220.23,224.26,443780.33772
2020-03-05,224.26,234.09,224.23,228.38,601479.87587
2020-03-06,228.38,245.16,227.33,244.88,628147.3257
2020-03-07,244.93,251.93,236.0,237.23,633748.89662
2020-03-08,237.23,237.23,195.5,199.43,1278973.53741
2020-03-09,199.43,208.62,190.0,202.81,1661331.83553
2020-03-10,202.79,206.2,195.54,200.7,1020260.107
2020-03-11,200.74,203.18,181.73,194.61,1079824.90167
2020-03-12,194.61,195.55,101.2,107.82,3814533.14046
2020-03-13,107.67,139.68,86.0,134.06,4663239.92861
2020-03-14,134.06,134.68,120.0,122.54,1237674.88642
2020-03-15,122.54,133.5,120.16,123.78,1312950.90137
2020-03-16,123.82,124.33,101.1,111.02,2442064.14448
2020-03-17,111.02,120.8,109.38,115.67,1295108.4848
2020-03-18,115.67,118.5,109.86,118.11,1201850.31275
2020-03-19,118.11,143.13,115.46,136.3,1801071.18816
2020-03-20,136.3,152.55,116.74,133.48,2504057.63799
2020-03-21,133.49,137.49,125.69,132.66,1231842.11121
2020-03-22,132.63,137.13,121.1,122.32,1055699.86532
2020-03-23,122.31,137.5,119.5,135.92,1436796.12449
2020-03-24,135.89,143.36,132.2,138.42,1244377.16334
2020-03-25,138.42,142.33,132.54,136.1,1034248.74369
2020-03-26,136.11,139.74,133.26,138.4,751060.63102
2020-03-27,138.4,141.27,129.68,131.33,706948.54559
2020-03-28,131.33,132.97,124.88,130.98,896032.10594
2020-03-29,130.94,131.84,123.81,124.5,543997.0
2020-03-30,124.47,135.42,124.06,132.06,764831.92747
2020-03-31,132.09,135.0,130.38,132.72,547669.27789
2020-04-01,132.72,136.99,128.62,135.69,680922.24747
2020-04-02,135.65,149.76,135.01,141.28,1138977.66114
2020-04-03,141.27,146.72,137.26,141.31,797546.11446
2020-04-04,141.3,146.28,138.88,144.1,573508.14086
2020-04-05,144.1,145.58,140.68,142.68,414987.45246
2020-04-06,142.69,172.0,142.6,171.32,1636338.7311
2020-04-07,171.32,176.22,162.22,164.63,1717962.82538
2020-04-08,164.62,174.48,163.59,173.11,1023575.92076
2020-04-09,173.15,173.38,165.19,169.52,719837.24423
2020-04-10,169.56,170.1,152.11,157.81,1314841.362
2020-04-11,157.81,161.37,153.91,158.33,621599.61289
2020-04-12,158.33,164.78,155.0,158.59,809100.24594
2020-04-13,158.56,158.97,150.0,156.29,1042091.03622
2020-04-14,156.28,161.85,155.23,158.45,698030.65089
2020-04-15,158.46,161.29,152.0,152.73,729119.66505
2020-04-16,152.74,174.79,148.33,172.29,1647207.59991
2020-04-17,172.31,174.96,168.31,170.69,723537.75591
2020-04-18,170.61,189.54,170.48,187.4,1127296.36979
2020-04-19,187.4,188.35,175.75,180.03,995759.5775
2020-04-20,180.02,186.46,166.7,170.2,1547821.52737
2020-04-21,170.21,174.7,168.0,170.74,906381.65398
2020-04-22,170.73,184.0,169.78,182.7,988698.39076
2020-04-23,182.7,193.63,178.16,185.51,1457867.08713
2020-04-24,185.57,189.8,184.72,187.59,780904.21257
2020-04-25,187.6,198.36,185.76,194.21,866478.04928
2020-04-26,194.21,200.0,192.3,197.38,758525.81533
2020-04-27,197.39,199.05,189.29,196.34,896627.37271
2020-04-28,196.33,198.5,192.36,196.24,636829.89397
2020-04-29,196.24,218.77,196.22,215.36,1620422.72431
2020-04-30,215.4,227.3,202.0,206.08,1749691.00151
2020-05-01,206.07,217.14,205.91,212.02,794913.95828
2020-05-02,212.01,215.37,210.36,213.9,443494.67248
2020-05-03,213.89,219.3,203.92,209.86,748383.91311
2020-05-04,209.86,210.65,194.88,206.48,1114249.32658
2020-05-05,206.47,211.68,201.0,205.29,640644.66268
2020-05-06,205.3,210.77,197.71,198.97,862700.67849
2020-05-07,198.92,215.1,196.43,212.0,1305778.73764
2020-05-08,212.01,216.61,206.9,211.31,917908.1944
2020-05-09,211.32,214.6,208.4,210.07,587871.98073
2020-05-10,210.09,210.18,179.59,187.54,1473226.05475
2020-05-11,187.62,193.5,176.0,185.73,1093299.81927
2020-05-12,185.8,192.24,185.48,189.76,669755.79567
2020-05-13,189.77,201.0,188.35,199.58,806143.00704
2020-05-14,199.61,206.02,195.67,203.29,1114700.24937
2020-05-15,203.29,204.08,191.66,194.86,904749.6357
2020-05-16,194.87,203.5,193.21,200.45,669900.03754
2020-05-17,200.44,209.85,199.68,207.0,708711.89315
2020-05-18,207.02,217.07,207.0,214.91,1064139.2485
2020-05-19,214.92,215.95,209.45,214.58,643702.98849
2020-05-20,214.6,215.75,204.27,209.98,679532.61037
2020-05-21,209.99,211.64,191.71,198.74,1003923.4342
2020-05-22,198.72,209.19,196.24,207.36,787672.36081
2020-05-23,207.36,211.2,204.55,206.6,478559.92006
2020-05-24,206.6,210.55,199.5,199.9,673535.05784
2020-05-25,199.9,205.67,198.01,204.15,469931.62492
2020-05-26,204.22,205.0,196.9,200.89,477176.7353
2020-05-27,200.92,208.44,200.76,208.29,494816.72727
2020-05-28,208.29,220.5,204.67,220.21,643945.97769
2020-05-29,220.24,224.79,217.57,220.67,603058.0759
2020-05-30,220.63,247.0,218.8,243.66,1019550.75146
2020-05-31,243.71,245.39,229.58,231.57,821608.68884
2020-06-01,231.56,250.68,230.66,248.23,823816.69936
2020-06-02,248.23,253.8,225.0,237.71,955520.91863
2020-06-03,237.71,245.0,232.71,244.52,502928.13371
2020-06-04,244.54,246.6,236.0,243.21,669369.3392
2020-06-05,243.22,247.87,239.14,240.03,502547.41103
2020-06-06,240.04,244.7,237.83,241.94,389423.07798
2020-06-07,241.94,245.37,234.6,244.56,571102.55515
2020-06-08,244.57,247.7,240.59,246.4,383116.54719
2020-06-09,246.37,249.82,238.0,243.8,420327.17133
2020-06-10,243.79,250.28,242.0,247.78,431285.61715
2020-06-11,247.78,250.09,226.2,230.51,816456.89161
2020-06-12,230.46,239.38,228.19,237.55,446515.34124
2020-06-13,237.55,238.73,234.66,238.11,253797.7809
2020-06-14,238.13,238.59,229.83,231.77,304943.21188
2020-06-15,231.74,233.55,218.27,230.86,875026.92057
2020-06-16,230.86,236.0,228.7,235.3,499194.66758
2020-06-17,235.31,237.3,227.65,233.82,478187.2917
2020-06-18,233.82,234.65,227.93,231.27,334347.79917
2020-06-19,231.26,231.95,226.74,229.0,397284.59808
2020-06-20,229.0,230.85,225.62,228.89,303704.98826
2020-06-21,228.88,231.49,227.11,228.04,256305.23734
2020-06-22,228.03,246.89,227.51,243.13,749030.11114
2020-06-23,243.11,244.87,240.75,243.14,442296.31477
2020-06-24,243.15,249.24,231.07,234.58,921634.0534
2020-06-25,234.57,235.39,227.56,232.5,613748.59348
2020-06-26,232.49,233.61,227.75,229.64,628340.07007
2020-06-27,229.66,231.42,216.0,220.94,645950.61438
2020-06-28,220.94,227.96,218.32,224.93,444766.56881
2020-06-29,224.89,229.96,221.26,227.93,597915.52242
2020-06-30,227.98,228.7,222.91,225.6,415036.02977
2020-07-01,225.59,232.71,224.16,230.99,517351.58865
2020-07-02,230.99,232.01,222.87,226.46,592485.91115
2020-07-03,226.46,228.13,223.97,224.87,314578.5004
2020-07-04,224.86,230.71,224.43,229.17,307726.46593
2020-07-05,229.24,229.85,223.05,227.56,355747.12006
2020-07-06,227.54,242.0,226.93,241.6,864817.507
2020-07-07,241.6,243.77,234.4,239.39,600424.97209
2020-07-08,239.39,248.88,237.78,246.95,958185.83708
2020-07-09,246.94,247.9,237.88,241.98,647641.58291
2020-07-10,241.97,242.16,235.72,241.26,455025.12385
2020-07-11,241.27,241.67,237.54,239.19,294476.00626
2020-07-12,239.19,244.0,236.52,242.79,469315.1172
2020-07-13,242.76,245.33,237.33,239.5,604093.04245
2020-07-14,239.5,242.09,237.0,240.44,426320.89188
2020-07-15,240.45,241.45,236.83,238.61,368350.66518
2020-07-16,238.59,239.39,230.02,233.57,587161.73894
2020-07-17,233.58,234.84,231.65,232.67,325600.21444
2020-07-18,232.66,236.8,232.32,235.67,341356.6182
2020-07-19,235.67,239.92,233.28,239.11,348803.52073
2020-07-20,239.12,239.72,234.05,236.01,396657.91938
2020-07-21,236.0,246.66,235.57,245.59,637462.08074
2020-07-22,245.53,269.61,241.51,263.74,718417.68296
2020-07-23,263.75,279.98,259.7,275.3,1068774.57879
2020-07-24,275.31,287.34,266.0,279.15,926033.06692
2020-07-25,279.15,308.94,279.09,305.26,1058927.30554
2020-07-26,305.31,318.75,299.0,311.0,1270368.753
2020-07-27,311.02,333.31,310.78,321.93,1636122.34727
2020-07-28,321.95,326.8,305.86,316.77,1093231.55578
2020-07-29,316.77,325.0,312.38,317.71,792802.32148
2020-07-30,317.76,342.0,314.05,334.87,1008827.56698
2020-07-31,334.82,349.45,328.4,346.33,948088.44982
2020-08-01,346.32,392.67,343.07,387.0,1440843.34203
2020-08-02,387.01,415.85,325.0,372.42,2324909.09616
2020-08-03,372.45,398.0,366.5,385.94,1191565.09389
2020-08-04,385.91,402.98,380.77,389.61,1180792.42379
2020-08-05,389.59,407.0,384.11,400.72,1124119.0672
2020-08-06,400.72,403.66,390.51,394.77,821379.08397
2020-08-07,394.77,398.26,362.85,379.34,1041207.35946
2020-08-08,379.34,397.05,375.79,397.03,623029.78053
2020-08-09,397.05,400.0,383.36,390.14,594900.58133
2020-08-10,390.14,399.18,385.13,395.44,826969.90633
2020-08-11,395.43,398.21,367.0,379.0,992412.6023
2020-08-12,378.99,389.23,365.85,387.18,751848.7983
2020-08-13,387.18,431.49,376.59,424.54,1511330.7732
2020-08-14,424.54,444.71,417.05,438.11,1109670.94324
2020-08-15,438.12,442.94,427.02,432.32,681698.5971
2020-08-16,432.3,436.99,412.47,433.62,716666.25258
2020-08-17,433.61,446.0,420.37,430.89,868870.64996
2020-08-18,430.89,433.81,415.0,421.95,743254.57018
2020-08-19,421.92,426.75,393.25,407.46,978339.69221
2020-08-20,407.46,418.98,402.07,415.94,663555.73445
2020-08-21,415.94,418.68,385.1,387.97,860998.7256
2020-08-22,387.93,397.04,379.92,395.24,643235.76543
2020-08-23,395.23,396.95,383.15,390.71,445317.81989
2020-08-24,390.72,410.42,387.44,407.68,717403.81877
2020-08-25,407.68,409.06,370.0,382.93,970445.38395
2020-08-26,382.91,392.91,377.37,385.81,738690.7794
2020-08-27,385.81,397.1,371.48,383.27,877763.73658
2020-08-28,383.31,398.0,379.75,395.11,732601.46905
2020-08-29,395.1,405.69,391.88,398.65,659802.63344
2020-08-30,398.65,429.89,398.3,428.94,894979.71788
2020-08-31,428.94,439.0,418.04,433.79,1040748.68881
2020-09-01,433.8,488.84,429.03,475.4,1751354.57719
2020-09-02,475.4,481.39,420.0,439.5,1880642.46853
2020-09-03,439.5,450.7,372.0,381.4,2408569.34151
2020-09-04,381.35,400.21,357.0,385.26,1806488.22474
2020-09-05,385.3,395.0,308.42,335.01,2777166.51389
2020-09-06,335.04,360.0,316.1,352.8,2017811.14721
2020-09-07,352.85,358.51,323.0,353.59,1740618.42462
2020-09-08,353.59,356.58,325.38,337.39,1400246.82962
2020-09-09,337.41,359.0,330.51,350.85,879760.56255
2020-09-10,350.85,377.25,349.91,367.93,1134287.61137
2020-09-11,367.93,375.27,355.49,373.63,844017.59966
2020-09-12,373.62,388.57,364.73,387.78,766542.31635
2020-09-13,387.78,390.43,350.0,366.42,989195.69047
2020-09-14,366.43,384.64,355.73,377.12,1042059.62265
2020-09-15,377.12,382.47,362.34,364.06,883856.33005
2020-09-16,364.05,373.45,355.0,365.11,841709.98939
2020-09-17,365.04,394.14,363.3,389.36,1256300.411
2020-09-18,389.35,392.58,375.33,384.39,804194.47219
2020-09-19,384.4,388.72,377.0,385.25,570908.33553
2020-09-20,385.25,385.45,365.0,371.04,693164.40144
2020-09-21,371.04,376.8,331.0,340.36,1283946.03098
2020-09-22,340.31,346.91,335.34,344.21,842731.12878
2020-09-23,344.18,344.65,313.29,320.72,940904.49756
2020-09-24,320.72,353.1,316.67,348.97,1071705.09721
2020-09-25,348.97,358.0,337.58,351.92,860643.77924
2020-09-26,351.93,356.4,345.88,353.92,530879.20755
2020-09-27,353.95,362.14,347.24,357.49,569568.55041
2020-09-28,357.58,368.2,351.7,353.96,757758.4304
2020-09-29,353.91,360.63,350.45,359.79,585143.16892
2020-09-30,359.78,361.5,351.56,359.83,498943.23226
2020-10-01,359.83,370.45,345.51,352.85,758349.31959
2020-10-02,352.83,354.55,334.24,345.6,733571.84211
2020-10-03,345.6,351.0,343.7,345.95,303595.71901
2020-10-04,345.94,354.45,343.81,352.37,343932.91712
2020-10-05,352.34,356.1,348.54,353.62,376740.30692
2020-10-06,353.63,355.1,336.8,340.75,640063.26951
2020-10-07,340.8,342.85,332.18,341.58,541928.86376
2020-10-08,341.58,353.32,334.21,350.95,631794.8756
2020-10-09,350.94,368.33,347.32,365.02,650478.19338
2020-10-10,365.01,378.4,364.71,370.52,591005.32129
2020-10-11,370.51,377.6,368.87,374.16,373318.23779
2020-10-12,374.17,394.8,365.58,386.51,844422.65444
2020-10-13,386.51,387.75,374.51,381.04,645141.91394
2020-10-14,381.05,387.41,373.13,378.69,569557.82936
2020-10-15,378.69,381.79,369.85,377.64,634038.09453
2020-10-16,377.63,379.83,361.18,365.5,654029.36404
2020-10-17,365.5,370.46,363.36,368.32,285578.24537
2020-10-18,368.31,378.64,367.1,378.11,323468.47095
2020-10-19,378.12,384.32,372.5,379.3,577252.90265
2020-10-20,379.3,380.73,365.27,368.52,617309.81677
2020-10-21,368.53,401.49,367.74,390.38,1221663.63784
2020-10-22,390.31,420.73,390.21,413.98,1095897.20667
2020-10-23,413.94,419.33,401.3,409.11,727832.3224
2020-10-24,409.19,416.66,407.0,412.14,419236.87106
2020-10-25,412.14,417.4,402.5,405.86,415586.9761
2020-10-26,405.85,411.11,382.3,392.52,895142.67266
2020-10-27,392.52,410.25,389.9,403.45,754244.37552
2020-10-28,403.41,409.2,380.52,388.23,855275.46882
2020-10-29,388.22,393.72,380.52,387.13,573096.01416
2020-10-30,387.12,391.97,373.29,382.49,771750.74746
2020-10-31,382.59,394.88,379.9,386.46,467453.8105
2020-11-01,386.44,398.29,384.61,396.67,438952.95565
2020-11-02,396.68,404.5,377.92,383.02,779968.57957
2020-11-03,383.01,390.0,370.23,387.88,752954.37114
2020-11-04,387.88,408.39,376.47,402.49,1157064.35076
2020-11-05,402.5,420.4,396.14,416.69,1475139.77342
2020-11-06,416.73,458.27,414.76,455.91,1682440.96026
2020-11-07,455.91,468.28,424.14,435.21,1653416.5961
2020-11-08,435.2,460.1,431.99,454.3,840908.46841
2020-11-09,454.29,459.1,433.09,444.32,1099213.24641
2020-11-10,444.32,455.0,438.7,450.34,866872.41108
2020-11-11,450.34,476.25,449.28,463.09,1205782.84262
2020-11-12,463.09,470.0,451.2,462.39,990776.62912
2020-11-13,462.48,478.01,457.12,476.43,976665.09752
2020-11-14,476.42,477.47,452.0,460.89,735252.7854
2020-11-15,460.9,462.89,440.19,448.08,665217.56671
2020-11-16,448.07,466.0,445.45,460.55,812060.44638
2020-11-17,460.51,484.88,459.8,482.15,1151573.37456
2020-11-18,482.11,495.31,456.6,478.41,1477696.29116
2020-11-19,478.43,480.75,464.86,471.25,817418.52685
2020-11-20,471.26,514.4,470.65,510.12,1516361.90736
2020-11-21,510.12,553.32,502.82,552.35,1548851.29067
2020-11-22,552.42,580.88,511.28,560.03,1850317.93581
2020-11-23,560.03,610.85,550.12,608.58,2076008.84846
2020-11-24,608.58,623.0,585.0,604.97,1606450.49193
2020-11-25,604.98,606.0,553.83,569.5,1219440.02727
2020-11-26,569.38,577.14,481.0,519.83,2683460.74171
2020-11-27,519.83,530.62,493.72,518.68,1088064.28114
2020-11-28,518.59,547.94,506.59,537.52,900508.61431
2020-11-29,537.5,576.9,530.32,576.3,855276.46664
2020-11-30,576.32,616.85,570.07,616.66,1501989.45408
2020-12-01,616.65,635.7,560.0,585.26,2163875.81376
2020-12-02,585.26,604.93,575.0,596.89,1069538.65619
2020-12-03,596.88,623.44,585.82,615.85,935687.91723
2020-12-04,615.84,620.0,565.82,567.24,1052452.78666
2020-12-05,567.24,597.11,560.88,596.8,701567.95564
2020-12-06,596.82,607.5,583.0,601.54,602496.96339
2020-12-07,601.59,603.15,584.22,591.28,498329.37589
2020-12-08,591.27,595.0,549.22,554.94,804443.00717
2020-12-09,554.92,578.08,530.43,573.09,997192.16738
2020-12-10,573.2,575.7,548.11,558.99,608414.51466
2020-12-11,558.99,560.8,535.5,544.43,768921.78317
2020-12-12,544.46,574.0,543.1,568.04,573913.95311
2020-12-13,568.09,595.0,563.22,590.7,657794.46158
2020-12-14,590.81,591.48,575.6,586.29,493012.02706
2020-12-15,586.29,597.2,578.58,588.64,569270.52011
2020-12-16,588.78,640.0,580.71,637.18,1185588.05078
2020-12-17,637.18,676.25,625.76,642.7,2006130.01975
2020-12-18,642.71,664.61,629.4,653.85,1000012.98018
2020-12-19,653.76,669.95,645.42,658.03,858803.88459
2020-12-20,658.05,661.39,621.01,638.18,823958.22843
2020-12-21,638.1,648.0,595.9,607.58,843251.16565
2020-12-22,607.68,637.73,588.0,636.45,918851.25654
2020-12-23,636.41,638.44,551.28,585.56,1208807.36518
2020-12-24,585.48,615.02,565.43,612.31,886335.86333
2020-12-25,612.31,634.24,604.28,626.82,798009.62915
2020-12-26,626.78,652.91,615.26,637.44,958585.50647
2020-12-27,637.44,717.13,625.0,685.11,1859968.15029
2020-12-28,685.1,748.09,681.04,730.41,1627154.39266
2020-12-29,730.4,740.78,689.2,732.0,1106876.35855
2020-12-30,732.0,758.74,716.62,752.17,1008574.09906
2020-12-31,752.17,755.74,722.0,736.42,863375.57981
2021-01-01,736.42,749.0,714.29,728.91,675114.09329
2021-01-02,728.91,787.69,714.91,774.56,1352618.57668
2021-01-03,774.44,1011.07,768.71,978.28,2813603.88615
2021-01-04,978.33,1162.97,890.0,1041.43,4245010.94004
2021-01-05,1041.45,1134.6,974.45,1099.56,2706995.67525
2021-01-06,1100.16,1213.0,1057.26,1208.42,2390136.59334
2021-01-07,1208.75,1289.0,1131.0,1224.87,1972922.82059
2021-01-08,1224.86,1273.75,1065.0,1216.93,2131172.92341
2021-01-09,1216.72,1304.37,1171.36,1276.0,1448871.11514
2021-01-10,1276.0,1348.33,1170.0,1254.25,1951179.35003
2021-01-11,1254.24,1260.0,915.0,1087.01,4068784.65678
2021-01-12,1087.0,1150.02,1006.33,1050.16,2302645.34052
2021-01-13,1050.36,1137.65,987.48,1129.89,1564202.39081
2021-01-14,1129.79,1247.55,1086.7,1231.62,1555737.38556
2021-01-15,1231.89,1256.98,1069.42,1168.53,1944038.83738
2021-01-16,1168.48,1298.0,1151.77,1227.83,1575384.43797
2021-01-17,1227.83,1269.02,1165.0,1232.45,1317285.00579
2021-01-18,1232.5,1260.75,1182.58,1258.45,998050.11073
2021-01-19,1258.52,1438.3,1251.49,1365.36,2278852.55758
2021-01-20,1365.36,1407.93,1235.42,1376.99,2219137.62144
2021-01-21,1376.72,1390.0,1086.0,1110.96,2254164.80365
2021-01-22,1111.98,1273.79,1042.31,1232.62,2020593.21673
2021-01-23,1232.61,1272.44,1195.9,1233.6,1009545.08258
2021-01-24,1233.46,1398.83,1220.0,1392.51,1510879.53817
2021-01-25,1392.19,1475.0,1293.69,1317.88,1885441.31289
2021-01-26,1317.6,1378.49,1244.56,1365.97,1682923.65799
2021-01-27,1366.54,1373.9,1207.0,1239.03,2009772.08358
2021-01-28,1238.93,1360.0,1217.23,1329.69,1365269.71962
2021-01-29,1329.44,1436.9,1285.35,1379.5,2253963.18682
2021-01-30,1379.56,1406.0,1326.41,1378.05,1040042.2363
2021-01-31,1378.04,1380.74,1281.12,1312.55,958704.85571
2021-02-01,1312.45,1377.99,1269.99,1374.17,1096397.91862
2021-02-02,1374.09,1547.9,1360.28,1511.87,1944227.99878
2021-02-03,1511.93,1669.35,1508.39,1664.49,1535869.88801
2021-02-04,1664.67,1695.2,1554.44,1595.67,1646502.32962
2021-02-05,1595.53,1760.49,1591.0,1719.19,1194123.29946
2021-02-06,1718.95,1743.67,1642.94,1676.35,1149808.33101
2021-02-07,1676.35,1693.0,1490.46,1611.62,1281734.86814
2021-02-08,1611.46,1775.57,1563.89,1750.15,1339777.09536
2021-02-09,1749.68,1821.88,1708.49,1769.13,1185071.89593
2021-02-10,1769.14,1837.86,1680.0,1740.78,1219932.25474
2021-02-11,1740.76,1819.0,1703.44,1785.62,735079.82699
2021-02-12,1785.83,1864.88,1739.88,1840.26,909600.20653
2021-02-13,1840.24,1871.72,1765.0,1814.96,767589.07285
2021-02-14,1815.25,1850.0,1784.11,1800.42,675261.77873
2021-02-15,1800.03,1835.72,1655.67,1779.25,1053474.57879
2021-02-16,1779.33,1827.28,1724.0,1781.99,817493.47513
2021-02-17,1781.99,1855.0,1733.01,1849.88,795711.63311
2021-02-18,1849.7,1950.5,1849.69,1939.61,937227.10191
2021-02-19,1938.91,1972.82,1891.0,1955.0,793404.4115
2021-02-20,1955.46,2042.34,1803.14,1913.0,1261315.81279
2021-02-21,1912.9,1976.31,1883.01,1933.53,756568.19743
2021-02-22,1933.54,1936.29,1551.0,1777.58,1807244.98099
2021-02-23,1777.42,1782.39,1355.0,1577.89,2547837.82068
2021-02-24,1577.79,1712.7,1500.2,1623.39,1384388.81727
2021-02-25,1623.16,1671.59,1459.16,1481.75,1032670.79409
2021-02-26,1482.08,1562.25,1400.0,1444.59,1355973.29378
2021-02-27,1444.56,1529.0,1425.0,1458.13,927423.0475
2021-02-28,1458.27,1468.75,1293.18,1419.18,1410207.56284
2021-03-01,1418.67,1572.0,1409.91,1569.86,1094695.17839
2021-03-02,1570.0,1602.9,1455.52,1486.78,1061142.38743
2021-03-03,1486.79,1656.94,1475.47,1567.69,1054846.31471
2021-03-04,1567.68,1624.87,1506.36,1539.23,946365.67088
2021-03-05,1539.22,1548.96,1441.66,1528.31,910786.28976
2021-03-06,1528.08,1671.58,1513.03,1650.35,1013300.93928
2021-03-07,1650.68,1734.16,1630.35,1726.16,848470.78136
2021-03-08,1726.46,1843.59,1664.96,1833.18,1149711.39987
2021-03-09,1833.22,1870.77,1798.2,1870.51,857229.47855
2021-03-10,1870.5,1877.69,1757.0,1795.12,937230.62831
2021-03-11,1795.28,1846.7,1725.0,1825.78,909011.4961
2021-03-12,1825.78,1841.88,1719.72,1766.1,869564.6361
2021-03-13,1766.13,1944.3,1727.75,1922.35,926283.22642
2021-03-14,1922.35,1933.1,1836.0,1848.1,637963.63627
2021-03-15,1848.1,1891.76,1730.0,1793.48,1025326.79658
2021-03-16,1793.99,1819.5,1711.68,1805.12,764993.40147
2021-03-17,1805.01,1838.88,1741.18,1823.58,658349.44843
2021-03-18,1823.58,1850.0,1759.04,1776.08,603721.61056
2021-03-19,1775.92,1840.61,1733.47,1809.1,500258.42875
2021-03-20,1809.01,1868.83,1800.86,1806.1,451556.10639
2021-03-21,1806.57,1817.16,1747.0,1782.98,465953.98749
2021-03-22,1783.23,1807.51,1655.15,1680.97,582727.49081
2021-03-23,1681.17,1721.17,1650.0,1668.08,577213.99589
2021-03-24,1668.2,1740.86,1536.92,1581.84,753834.52393
2021-03-25,1581.88,1622.0,1549.4,1585.74,701697.00258
2021-03-26,1585.83,1699.93,1585.79,1698.84,515470.92907
2021-03-27,1698.84,1732.67,1666.41,1712.63,443845.49957
2021-03-28,1712.52,1725.66,1661.4,1687.01,348895.51314
